produto,categoria,estoque_inicial,vendas_do_mes,custo_unitario,preco_venda
Telha Cerâmica Premium,Acabamento,766,276,174.35,292.9
Janela de Alumínio Premium,Estrutura,517,308,120.68,171.28
Janela de Alumínio Industrial,Acabamento,900,82,481.51,990.3
Tijolo Reforçada,Elétrica,877,399,327.54,449.46
Fio Elétrico Reforçada,Iluminação,218,155,152.0,346.43
Tijolo Premium,Elétrica,942,3,465.2,685.67
Telha de Zinco Extra,Elétrica,437,498,371.59,613.21
Tomada Extra,Iluminação,402,310,145.88,221.34
Porta de Madeira Reforçada,Iluminação,835,270,192.55,385.39
Tijolo Industrial,Hidráulica,925,63,103.72,128.78
Bloco de Concreto Refinada,Hidráulica,118,448,485.68,859.33
Brita Premium,Elétrica,898,111,261.06,409.4
Tijolo Residencial,Elétrica,357,238,448.55,1048.62
Argamassa Premium,Estrutura,59,143,176.52,212.31
Bloco de Concreto Reforçada,Estrutura,925,373,431.12,975.01
Tinta Acrílica Industrial,Hidráulica,114,19,31.67,42.27
Canos PVC Reforçada,Hidráulica,429,63,491.13,601.15
Lâmpada LED Refinada,Estrutura,382,288,456.46,631.4
Prego Reforçada,Estrutura,36,80,184.79,229.83
Tomada Industrial,Acabamento,977,196,388.49,710.69
Areia Comum,Acabamento,809,381,377.37,937.2
Tinta Acrílica Residencial,Estrutura,778,68,451.12,517.91
Prego Industrial,Acabamento,282,185,157.09,274.21
Rejunte Residencial,Iluminação,658,166,235.43,386.22
Porta de Madeira Comercial,Hidráulica,349,204,433.17,682.44
Rejunte Reforçada,Hidráulica,310,491,390.4,610.82
Lâmpada LED Residencial,Estrutura,489,163,199.77,470.06
Parafuso Comercial,Elétrica,843,93,423.63,477.25
Cimento Comum,Estrutura,553,248,28.24,61.7
Telha de Zinco Refinada,Acabamento,566,67,392.11,570.17
Telha Cerâmica Refinada,Elétrica,274,342,107.35,175.69
Telha Cerâmica Industrial,Acabamento,551,20,146.63,247.54
Bloco de Concreto Premium,Iluminação,605,318,249.14,380.34
Bloco de Concreto Industrial,Acabamento,175,84,227.62,280.2
Telha Cerâmica Extra,Iluminação,325,389,262.68,330.99
Areia Industrial,Iluminação,10,23,274.66,416.76
Lâmpada LED Comercial,Acabamento,770,110,169.11,380.59
Parafuso Comum,Acabamento,270,436,91.74,118.21
Tinta Acrílica Comercial,Iluminação,72,350,385.4,824.64
Parafuso Residencial,Elétrica,492,82,202.99,305.38
Parafuso Reforçada,Iluminação,685,357,255.39,596.81
Brita Refinada,Hidráulica,330,459,324.12,550.89
Janela de Alumínio Extra,Iluminação,855,77,455.27,610.25
Fio Elétrico Residencial,Elétrica,210,433,355.24,881.06
Fio Elétrico Refinada,Hidráulica,231,379,27.5,37.05
Brita Residencial,Estrutura,161,139,420.09,795.93
Canos PVC Comercial,Estrutura,653,439,494.73,938.5
Porta de Madeira Premium,Elétrica,635,375,238.88,387.45
Tomada Refinada,Iluminação,471,270,484.95,1179.44
Tinta Acrílica Refinada,Acabamento,226,338,275.93,629.51
Interruptor Comum,Elétrica,205,475,232.51,525.88
Canos PVC Extra,Hidráulica,802,423,169.05,416.51
Telha Cerâmica Comum,Hidráulica,211,168,330.49,575.04
Canos PVC Premium,Estrutura,656,196,118.76,146.79
Janela de Alumínio Refinada,Hidráulica,243,452,56.94,123.65
Telha Cerâmica Residencial,Elétrica,150,261,18.48,30.18
Argamassa Extra,Hidráulica,717,214,149.73,204.6
Cimento Reforçada,Elétrica,507,66,200.91,356.93
Madeira Serrada Refinada,Acabamento,564,228,278.28,666.76
Madeira Serrada Comercial,Estrutura,66,160,149.91,200.86
Fio Elétrico Premium,Hidráulica,941,426,492.11,1126.04
Telha de Zinco Comercial,Elétrica,513,121,149.41,251.83
Areia Reforçada,Iluminação,151,148,223.28,288.37
Tomada Comercial,Estrutura,731,339,56.12,128.39
Tijolo Refinada,Acabamento,593,192,134.01,329.33
Madeira Serrada Residencial,Elétrica,745,230,28.92,43.6
Areia Residencial,Acabamento,548,110,281.96,429.98
Tijolo Comum,Acabamento,649,144,376.78,620.47
Rejunte Comum,Hidráulica,115,220,101.88,228.19
Parafuso Industrial,Hidráulica,174,391,187.12,208.56
Tomada Comum,Elétrica,224,63,13.23,18.7
Janela de Alumínio Reforçada,Iluminação,80,125,420.56,878.24
Tinta Acrílica Premium,Elétrica,725,217,391.08,652.28
Porta de Madeira Extra,Iluminação,674,283,36.31,56.73
Brita Comum,Acabamento,588,353,185.61,430.84
Argamassa Refinada,Estrutura,99,473,477.87,1139.37
Telha de Zinco Premium,Elétrica,781,396,199.05,483.13
Parafuso Premium,Elétrica,883,235,265.47,393.31
Telha de Zinco Residencial,Iluminação,237,484,180.85,429.97
Telha Cerâmica Comercial,Acabamento,88,12,300.09,639.72
Interruptor Refinada,Acabamento,617,421,489.19,643.73
Madeira Serrada Comum,Iluminação,358,152,498.76,974.77
Prego Comercial,Acabamento,851,238,388.48,441.65
Areia Comercial,Hidráulica,990,189,205.13,429.08
Fio Elétrico Extra,Estrutura,903,150,249.74,531.2
Parafuso Refinada,Elétrica,255,85,181.58,400.4
Tomada Premium,Estrutura,281,20,492.86,661.19
Tomada Reforçada,Elétrica,412,181,355.34,703.41
Lâmpada LED Premium,Hidráulica,678,318,227.22,306.84
Madeira Serrada Industrial,Acabamento,125,157,11.0,26.68
Telha de Zinco Industrial,Iluminação,444,458,262.64,537.1
Lâmpada LED Industrial,Hidráulica,539,451,492.04,606.91
Argamassa Residencial,Estrutura,451,480,263.92,359.42
Interruptor Industrial,Iluminação,181,366,95.3,193.35
Prego Premium,Acabamento,25,75,15.94,28.17
Porta de Madeira Residencial,Hidráulica,970,328,180.58,384.78
Janela de Alumínio Comum,Iluminação,761,415,459.52,686.11
Brita Industrial,Hidráulica,907,202,498.29,1007.09
Cimento Extra,Hidráulica,65,228,472.96,637.43
Cimento Comercial,Acabamento,600,151,366.06,681.31
Janela de Alumínio Residencial,Elétrica,112,262,281.28,686.58
Cimento Industrial,Iluminação,293,71,297.39,588.69
Canos PVC Residencial,Acabamento,714,224,271.8,318.0
Brita Extra,Hidráulica,526,472,354.99,881.89
Fio Elétrico Comercial,Acabamento,627,384,212.34,280.21
Telha de Zinco Comum,Elétrica,287,130,336.26,707.93
Bloco de Concreto Extra,Iluminação,894,359,65.2,120.33
Lâmpada LED Comum,Elétrica,621,27,136.52,206.43
Rejunte Industrial,Estrutura,759,298,418.82,564.67
Interruptor Premium,Iluminação,278,96,452.36,610.14
Argamassa Reforçada,Elétrica,842,45,271.81,625.64
Canos PVC Comum,Hidráulica,409,0,20.66,47.97
Madeira Serrada Premium,Iluminação,512,165,463.85,812.3
Parafuso Extra,Iluminação,95,244,352.52,438.91
Argamassa Comum,Acabamento,329,218,209.94,490.8
Rejunte Premium,Hidráulica,41,101,301.2,536.69
Tijolo Extra,Estrutura,345,290,217.74,373.26
Cimento Premium,Elétrica,60,457,235.34,393.09
Brita Comercial,Acabamento,88,203,443.97,715.24
Prego Comum,Elétrica,707,201,84.74,155.62
Rejunte Extra,Estrutura,183,53,56.32,109.62
Janela de Alumínio Comercial,Estrutura,957,481,6.35,11.13
Porta de Madeira Comum,Iluminação,627,279,160.43,377.86
Areia Refinada,Estrutura,510,411,77.97,120.44
Tinta Acrílica Comum,Elétrica,584,277,113.89,217.49
Prego Refinada,Hidráulica,85,492,10.56,16.05
Argamassa Industrial,Hidráulica,325,15,117.46,253.09
Interruptor Extra,Iluminação,842,12,169.69,210.92
Prego Residencial,Elétrica,382,355,20.63,28.14
Interruptor Residencial,Elétrica,90,355,305.91,679.63
Areia Extra,Estrutura,882,317,286.56,388.71
Cimento Refinada,Elétrica,649,426,53.03,104.79
Lâmpada LED Extra,Acabamento,704,86,299.53,736.35
Fio Elétrico Comum,Estrutura,764,77,499.33,914.8
Interruptor Comercial,Acabamento,706,415,472.51,643.73
Bloco de Concreto Comercial,Iluminação,741,66,6.32,9.79
Bloco de Concreto Residencial,Hidráulica,80,346,398.71,898.23
Fio Elétrico Industrial,Iluminação,978,210,180.03,286.67
Rejunte Refinada,Hidráulica,863,213,36.51,77.14
Canos PVC Refinada,Iluminação,675,184,151.51,331.55
Telha de Zinco Reforçada,Elétrica,766,448,164.26,295.94
Areia Premium,Acabamento,661,452,264.01,579.9
Tinta Acrílica Reforçada,Hidráulica,80,432,332.24,512.87
Lâmpada LED Reforçada,Estrutura,55,32,375.78,684.91
Argamassa Comercial,Acabamento,56,114,126.72,261.19
Canos PVC Industrial,Estrutura,600,274,164.28,219.36
Rejunte Comercial,Acabamento,431,419,157.65,233.81
Bloco de Concreto Comum,Acabamento,158,498,184.55,371.47
Cimento Residencial,Iluminação,919,197,499.83,1008.41
Telha Cerâmica Reforçada,Hidráulica,139,379,390.08,698.49
Brita Reforçada,Hidráulica,465,142,487.62,1079.5
Tijolo Comercial,Acabamento,648,227,348.09,617.82
Tomada Residencial,Elétrica,886,119,206.1,481.01
Interruptor Reforçada,Elétrica,640,352,197.92,421.62
Madeira Serrada Extra,Estrutura,975,23,246.85,380.29
Porta de Madeira Refinada,Estrutura,878,26,211.35,349.44
Porta de Madeira Industrial,Iluminação,514,432,415.02,844.47
Prego Extra,Acabamento,938,74,235.18,553.2
Madeira Serrada Reforçada,Estrutura,783,240,151.33,204.32
Tinta Acrílica Extra,Estrutura,253,22,388.56,707.38
Telha Cerâmica Premium,Acabamento,483,160,427.94,541.9
Janela de Alumínio Premium,Iluminação,391,40,213.11,317.8
Janela de Alumínio Industrial,Estrutura,112,237,335.57,691.4
Tijolo Reforçada,Iluminação,498,238,34.11,41.23
Fio Elétrico Reforçada,Hidráulica,46,55,267.09,541.47
Tijolo Premium,Iluminação,663,412,27.27,64.39
Telha de Zinco Extra,Elétrica,558,414,19.45,47.79
Tomada Extra,Elétrica,529,448,308.4,432.77
Porta de Madeira Reforçada,Iluminação,752,97,155.15,333.33
Tijolo Industrial,Elétrica,342,145,372.56,893.0
Bloco de Concreto Refinada,Hidráulica,406,465,448.56,550.79
Brita Premium,Acabamento,305,261,74.0,124.29
Tijolo Residencial,Elétrica,116,435,363.64,868.07
Argamassa Premium,Elétrica,869,39,259.69,359.39
Bloco de Concreto Reforçada,Iluminação,963,192,60.5,145.64
Tinta Acrílica Industrial,Hidráulica,539,238,327.54,602.04
Canos PVC Reforçada,Acabamento,834,41,306.69,380.25
Lâmpada LED Refinada,Iluminação,92,221,260.24,450.17
Prego Reforçada,Iluminação,943,195,463.6,721.72
Tomada Industrial,Hidráulica,297,287,262.93,393.1
Areia Comum,Acabamento,991,9,495.3,920.3
Tinta Acrílica Residencial,Hidráulica,715,234,257.07,456.82
Prego Industrial,Acabamento,470,324,62.35,110.66
Rejunte Residencial,Hidráulica,224,264,237.88,291.02
Porta de Madeira Comercial,Iluminação,290,68,95.25,211.76
Rejunte Reforçada,Iluminação,741,444,300.58,533.23
Lâmpada LED Residencial,Estrutura,963,138,348.1,782.97
Parafuso Comercial,Elétrica,468,354,236.88,534.03
Cimento Comum,Hidráulica,810,218,53.36,82.39
Telha de Zinco Refinada,Estrutura,353,195,236.98,262.12
Telha Cerâmica Refinada,Elétrica,203,73,45.32,107.67
Telha Cerâmica Industrial,Hidráulica,167,102,342.65,741.83
Bloco de Concreto Premium,Acabamento,474,224,396.23,495.35
Bloco de Concreto Industrial,Elétrica,113,122,481.38,1002.43
Telha Cerâmica Extra,Iluminação,43,101,78.66,88.73
Areia Industrial,Estrutura,111,263,268.55,305.84
Lâmpada LED Comercial,Elétrica,648,432,285.93,525.01
Parafuso Comum,Elétrica,735,407,461.63,569.86
Tinta Acrílica Comercial,Iluminação,334,486,315.5,773.0
Parafuso Residencial,Hidráulica,953,160,77.03,181.13
Parafuso Reforçada,Acabamento,817,232,220.99,444.13
Brita Refinada,Iluminação,700,490,329.11,391.38
Janela de Alumínio Extra,Acabamento,601,274,351.64,546.72
Fio Elétrico Residencial,Hidráulica,150,257,432.22,700.37
Fio Elétrico Refinada,Elétrica,483,310,94.35,167.3
Brita Residencial,Acabamento,40,138,476.01,636.17
Canos PVC Comercial,Estrutura,893,226,34.27,65.4
Porta de Madeira Premium,Estrutura,944,272,491.96,841.29
Tomada Refinada,Iluminação,72,425,429.59,1042.28
Tinta Acrílica Refinada,Hidráulica,569,316,331.84,799.96
Interruptor Comum,Iluminação,96,386,368.82,697.68
Canos PVC Extra,Iluminação,313,85,40.98,82.05
Telha Cerâmica Comum,Iluminação,70,290,25.53,33.01
Canos PVC Premium,Estrutura,405,468,55.37,78.22
Janela de Alumínio Refinada,Estrutura,343,216,48.24,113.89
Telha Cerâmica Residencial,Iluminação,961,358,275.95,573.65
Argamassa Extra,Estrutura,795,65,111.64,152.41
Cimento Reforçada,Hidráulica,420,256,430.8,817.79
Madeira Serrada Refinada,Iluminação,293,134,225.65,543.52
Madeira Serrada Comercial,Estrutura,475,403,349.28,552.99
Fio Elétrico Premium,Acabamento,89,426,328.17,446.36
Telha de Zinco Comercial,Iluminação,701,374,163.33,395.07
Areia Reforçada,Iluminação,793,389,125.37,218.87
Tomada Comercial,Hidráulica,86,54,174.52,293.92
Tijolo Refinada,Elétrica,963,355,399.35,588.88
Madeira Serrada Residencial,Elétrica,742,242,295.21,693.22
Areia Residencial,Hidráulica,914,251,130.5,298.04
Tijolo Comum,Hidráulica,803,20,409.83,682.03
Rejunte Comum,Hidráulica,549,306,32.11,36.7
Parafuso Industrial,Elétrica,370,429,351.1,605.76
Tomada Comum,Hidráulica,86,162,222.35,300.88
Janela de Alumínio Reforçada,Estrutura,518,355,366.99,477.02
Tinta Acrílica Premium,Iluminação,173,263,464.09,765.9
Porta de Madeira Extra,Iluminação,18,497,376.27,466.09
Brita Comum,Acabamento,184,67,223.77,546.1
Argamassa Refinada,Acabamento,471,106,79.73,93.01
Telha de Zinco Premium,Iluminação,316,399,404.14,671.65
Parafuso Premium,Estrutura,597,66,233.05,309.44
Telha de Zinco Residencial,Elétrica,254,198,42.28,87.28
Telha Cerâmica Comercial,Elétrica,131,191,360.93,436.85
Interruptor Refinada,Estrutura,194,1,149.47,278.84
Madeira Serrada Comum,Elétrica,41,256,29.2,63.72
Prego Comercial,Hidráulica,972,441,451.86,1098.06
Areia Comercial,Iluminação,771,0,244.14,507.31
Fio Elétrico Extra,Iluminação,578,357,144.08,178.56
Parafuso Refinada,Estrutura,319,114,359.61,440.14
Tomada Premium,Elétrica,381,390,443.52,942.14
Tomada Reforçada,Acabamento,665,87,5.15,7.22
Lâmpada LED Premium,Acabamento,839,196,345.49,596.36
Madeira Serrada Industrial,Elétrica,605,468,384.67,949.08
Telha de Zinco Industrial,Acabamento,65,91,108.91,244.82
Lâmpada LED Industrial,Estrutura,800,273,247.36,565.27
Argamassa Residencial,Estrutura,282,343,49.2,113.41
Interruptor Industrial,Elétrica,473,159,374.64,737.05
Prego Premium,Acabamento,687,172,424.49,909.05
Porta de Madeira Residencial,Estrutura,465,32,58.55,93.83
Janela de Alumínio Comum,Estrutura,988,457,409.15,1021.98
Brita Industrial,Hidráulica,679,72,386.93,577.09
Cimento Extra,Hidráulica,258,432,176.72,340.36
Cimento Comercial,Estrutura,707,416,346.69,518.26
Janela de Alumínio Residencial,Elétrica,87,480,5.02,6.31
Cimento Industrial,Iluminação,543,454,466.24,883.35
Canos PVC Residencial,Iluminação,117,195,277.44,442.43
Brita Extra,Estrutura,282,283,312.07,598.08
Fio Elétrico Comercial,Estrutura,773,86,334.01,628.66
Telha de Zinco Comum,Estrutura,24,308,282.88,525.92
Bloco de Concreto Extra,Elétrica,379,223,429.1,546.08
Lâmpada LED Comum,Hidráulica,313,43,306.8,526.55
Rejunte Industrial,Estrutura,681,335,454.34,1016.27
Interruptor Premium,Estrutura,214,493,293.25,451.96
Argamassa Reforçada,Acabamento,990,438,89.71,154.42
Canos PVC Comum,Elétrica,122,137,457.21,819.03
Madeira Serrada Premium,Estrutura,689,269,342.41,790.22
Parafuso Extra,Acabamento,874,358,351.12,708.5
Argamassa Comum,Iluminação,262,35,492.81,611.22
Rejunte Premium,Estrutura,450,33,42.22,97.58
Tijolo Extra,Estrutura,195,87,217.15,491.82
Cimento Premium,Acabamento,868,145,123.35,265.83
Brita Comercial,Elétrica,236,15,317.06,555.64
Prego Comum,Estrutura,537,232,404.37,873.67
Rejunte Extra,Iluminação,677,420,483.32,855.59
Janela de Alumínio Comercial,Estrutura,363,40,230.03,490.26
Porta de Madeira Comum,Iluminação,632,254,394.18,919.29
Areia Refinada,Hidráulica,10,280,458.94,1077.02
Tinta Acrílica Comum,Hidráulica,562,125,343.25,596.02
Prego Refinada,Iluminação,569,7,125.15,288.23
Argamassa Industrial,Elétrica,936,471,305.89,379.93
Interruptor Extra,Estrutura,429,467,485.13,602.8
Prego Residencial,Estrutura,629,367,493.84,922.28
Interruptor Residencial,Hidráulica,170,349,322.97,650.0
Areia Extra,Iluminação,170,339,444.06,583.58
Cimento Refinada,Estrutura,880,401,104.17,183.45
Lâmpada LED Extra,Estrutura,137,323,126.81,156.24
Fio Elétrico Comum,Elétrica,731,175,476.68,926.16
Interruptor Comercial,Acabamento,160,227,71.94,165.26
Bloco de Concreto Comercial,Hidráulica,453,453,99.6,212.42
Bloco de Concreto Residencial,Hidráulica,776,322,213.17,347.38
Fio Elétrico Industrial,Acabamento,480,401,296.84,739.52
Rejunte Refinada,Estrutura,472,366,303.89,616.32
Canos PVC Refinada,Elétrica,739,487,149.53,335.15
Telha de Zinco Reforçada,Elétrica,39,17,460.7,938.71
Areia Premium,Hidráulica,482,55,457.97,1138.14
Tinta Acrílica Reforçada,Elétrica,566,406,199.07,447.89
Lâmpada LED Reforçada,Acabamento,89,34,219.97,401.93
Argamassa Comercial,Estrutura,48,389,352.74,569.19
Canos PVC Industrial,Acabamento,249,117,333.18,684.69
Rejunte Comercial,Iluminação,566,281,194.24,374.17
Bloco de Concreto Comum,Hidráulica,599,253,210.05,416.13
Cimento Residencial,Elétrica,346,212,177.28,280.14
Telha Cerâmica Reforçada,Iluminação,917,60,121.52,206.61
Brita Reforçada,Elétrica,870,87,231.78,436.06
Tijolo Comercial,Estrutura,809,270,344.78,784.37
Tomada Residencial,Estrutura,961,346,372.27,807.11
Interruptor Reforçada,Estrutura,289,31,390.54,494.47
Madeira Serrada Extra,Elétrica,125,395,190.49,275.02
Porta de Madeira Refinada,Iluminação,278,132,383.49,436.15
Porta de Madeira Industrial,Estrutura,925,63,8.23,9.14
Prego Extra,Iluminação,344,198,241.14,341.0
Madeira Serrada Reforçada,Elétrica,321,255,397.98,883.14
Tinta Acrílica Extra,Iluminação,62,341,316.87,749.92
Telha Cerâmica Premium,Elétrica,77,154,239.66,395.07
Janela de Alumínio Premium,Elétrica,703,462,324.1,612.06
Janela de Alumínio Industrial,Hidráulica,43,230,453.94,948.04
Tijolo Reforçada,Elétrica,805,300,285.36,694.6
Fio Elétrico Reforçada,Elétrica,827,34,400.89,953.36
Tijolo Premium,Acabamento,395,25,490.47,578.79
Telha de Zinco Extra,Estrutura,258,22,354.26,512.77
Tomada Extra,Hidráulica,120,140,288.8,337.55
Porta de Madeira Reforçada,Hidráulica,103,473,23.56,46.25
Tijolo Industrial,Hidráulica,419,386,190.37,398.77
Bloco de Concreto Refinada,Acabamento,188,284,284.89,436.34
Brita Premium,Elétrica,56,449,399.62,917.28
Tijolo Residencial,Estrutura,803,319,221.86,384.69
Argamassa Premium,Iluminação,861,155,480.23,1199.49
Bloco de Concreto Reforçada,Elétrica,883,470,139.54,153.57
Tinta Acrílica Industrial,Acabamento,613,419,373.56,468.18
Canos PVC Reforçada,Elétrica,385,112,212.42,323.41
Lâmpada LED Refinada,Elétrica,733,389,245.56,278.89
Prego Reforçada,Acabamento,596,138,402.24,883.03
Tomada Industrial,Hidráulica,899,421,151.63,178.0
Areia Comum,Hidráulica,211,373,52.92,113.7
Tinta Acrílica Residencial,Estrutura,454,417,262.53,308.1
Prego Industrial,Estrutura,928,208,266.75,387.81
Rejunte Residencial,Hidráulica,942,322,399.6,910.2
Porta de Madeira Comercial,Iluminação,306,363,484.32,1177.64
Rejunte Reforçada,Elétrica,317,429,32.37,54.39
Lâmpada LED Residencial,Iluminação,732,481,297.89,732.19
Parafuso Comercial,Elétrica,502,85,342.23,676.81
Cimento Comum,Hidráulica,347,284,492.97,829.26
Telha de Zinco Refinada,Estrutura,954,59,471.58,1048.76
Telha Cerâmica Refinada,Estrutura,932,53,357.66,541.3
Telha Cerâmica Industrial,Iluminação,655,92,263.29,387.59
Bloco de Concreto Premium,Estrutura,851,324,84.95,171.53
Bloco de Concreto Industrial,Hidráulica,75,457,195.17,321.38
Telha Cerâmica Extra,Iluminação,801,457,294.64,380.17
Areia Industrial,Elétrica,431,372,363.97,434.49
Lâmpada LED Comercial,Estrutura,549,264,319.52,703.9
Parafuso Comum,Acabamento,933,381,358.49,733.57
Tinta Acrílica Comercial,Estrutura,638,212,217.43,364.53
Parafuso Residencial,Elétrica,502,332,365.18,859.9
Parafuso Reforçada,Iluminação,891,9,76.15,127.57
Brita Refinada,Elétrica,971,357,85.48,179.03
Janela de Alumínio Extra,Acabamento,326,202,85.6,203.11
Fio Elétrico Residencial,Hidráulica,951,195,445.98,1015.5
Fio Elétrico Refinada,Estrutura,846,57,42.64,77.41
Brita Residencial,Iluminação,635,493,401.75,824.75
Canos PVC Comercial,Hidráulica,84,255,120.62,202.54
Porta de Madeira Premium,Elétrica,723,222,236.87,475.18
